Username,Password,Registration_Date,Num_of_Art_Edited,First_Name,Last_Name,Salt
H^DmcC#Nl^Dh@\DwLA/CgZw*t,@Nk!#H#k/KcoCbe#@mXYX,5/17/1958,25,Gsnlvfnkbprahh,Foklmuojvxlfm,8:28:45
j\DnQ,n*x^LaQR/lFH@D&YjDzw,3/27/1993,0,Meivrhjhovvisyi,Sgpkiejosve,1:30:36
dR/WApmrjU$!nTddU%@$Eq,va^#j\HaY&xs*\\*^$ecv,11/21/1964,24,Vbkrnaj,Mgtskxgfyveeers,23:35:21
%^V^nNt%M@p%Hll!KS\$@!#dLOp,XEF\Rj#UZ,8/1/1967,95,Ivtqxmwqlslx,Fnjorqrempq,10:53:11
b!othRnVI$kW\Ez#YE!w!/VK,/&ak%fzKadq*hOU,1/27/1964,6,Jmlcypfmdm,Fkomiaswydo,8:49:49
C/KSAc!#*n,kEG^L@%#\IIuEt,11/12/1959,46,Eqtcts,Uhyjmkulb,5:32:49
&!\vKSPIh!\*,Z!Wk//dVJE*#,7/23/1964,51,Aqucdwgffyouhu,Curjnathayuysk,19:24:7
o$l*psYR#l\$*/#B,Bz\$h$b/N%G^r/kB^KGAK,6/10/1995,0,Guowsbgyqv,Bmstwtlriq,22:25:29
AW$E^e#GBN,ODd*WIaqN#^eEda,9/8/1997,76,Lysapsmrtpdy,Clsnyedu,7:1:19
&CeoCRqcZeZl^EV,FWKXtjt$OhiVFAn,5/18/1959,142,Ryfpcalwb,Pylmmtpowtjslmd,19:6:41
lUc$$\*%d\%toalXys,vDbLri&bIvz%/#kgXeA,8/6/1978,0,Itrmgldc,Pvvsydhgvot,2:53:23
zHRF%,hSXSgJl\!$\dB/wavj!$/SX/M,12/17/1998,123,Nbpxidfrvccsb,Rhqdiqycjdmah,14:39:14
AEwyFQa\$H@u&Mn%X@F!O!,tO\EygMhJ/T$#PkXKol,12/5/1993,149,Vpbmvlyxxe,Mqdxvhppx,1:12:2
Jkh!ui&u*H@HQX$ek$JPI@,KDN\mfRQ#kmP%*&dnv#\VKm,3/9/1951,99,Tepfjempcjfmf,Jbdcmdtnpu,8:47:23
CrR%c$HF@b\wIHPL,u!l@fViL!gi\HI&OrJCFriv*uCymV,6/10/1992,10,Hxkiyxwarvhcp,Oyoxaibwgn,17:52:12
zvz*,rAJmL\y$N$gVUt%ybq,3/5/1983,0,Nhcvehuglh,Guhdtdsfo,13:15:16
%vr/tgV^@U@mpkG%*s!Yl!Ajl$QCFP,aupHctsfLw&M#&#Tn^Dpj!v*j@,4/20/1966,84,Yiftyqvaerdkjlj,Lhxxemw,17:42:43
NZjB*G*J$,*C^#A/EijQ!Jw/XzIg*OWe,1/2/1994,0,Ncfdtlrrdvcmrwn,Xyjnadsrjh,18:21:46
$iFDF#MQN$$,jPUmrgG/H$kZPxEdJkbiH@IS,8/31/1978,49,Kpssivx,Btjyjxdn,23:33:23
&YAUdf&*pXn^l&qr\/tKpGC,GLQ\&lLdbH\LhMYpYd&x!iyXd\Aws,7/5/1972,89,Uujdrhkudp,Qcsbngw,6:33:47
weXYlt&Yu#VKf$g&A//zH\l\F^,&@s@P@Gywn^,9/13/1950,15,Ytwsdyvqvkcq,Gndbcpqr,23:14:14
jG\@KZ\deQG*&PP%e^,vwCvRbN\YW&@@*G/u,10/5/1992,106,Jqcbocaiq,Ccefytemefxlb,13:6:22
@V\^!CtfDTiZMg*\!%B,Fy%@YRCBr/djlKst&QSC#nMm,4/24/1953,29,Eeovpcur,Mdrdwwjveno,22:25:36
N@M@S$TGT,!/AgktEUGB$$*M$&l@,7/27/1969,2,Etfagoj,Lvyicnfbmwttem,23:36:3
a#%^oAs%t&Pz\ado&b,apzi\kr^u$L%jURi!/&Pn,9/26/1983,140,Xvgbimltbowp,Jiuypfnfmo,23:7:44
zdQsC\!$^@#LwC,msS#%g#*jw&u\^$,8/8/1978,76,Kcoaokm,Eldoill,3:43:16
gn*$a@!DU$kM*oF&MTWx@lLE,l/\lR\g%@thEL&\wbn%FOqVfhH^z,10/31/1987,115,Njtgpbqgin,Eahxije,16:22:16
U#YmJ^Miq,//P^^^Ua!tz%WqtEbQz%yw*^q/,3/29/1959,128,Zolshsqry,Icuamulr,6:56:20
@UEq\a%ZGbI/q*K,/GG&fW*G&hXNwB,6/11/1951,40,Edwyvdudxstlo,Pognapa,12:32:10
kMB#Hk&GQZ#/SP&Ko,$j!%bbJn,12/3/1975,89,Kxeypbvfwumabsc,Pfegqirgw,14:18:14
qwjH,yY&H&Kmu,7/25/1979,180,Wpeuqdyhhuf,Mjsjlcikdgd,16:48:4
RvIj!DZt*kWCCO,^/Phecl*iLjj/lfZv^,1/15/1965,55,Rtnrep,Htwmehb,1:29:57
kgG@%F,pd#KY%x$igBnj,4/26/1959,32,Kmhkunptevvapt,Eayofsqnhuix,3:36:47
qi@gHj!$^,/a*!f@@qOlmPYlW*VjSU#ip\#,12/16/1995,12,Lbldvowwysdgbf,Ytidubbh,23:43:14
*N@jduPQ!,MP!^CUEVhva!k^Go@OmtIOplj&,3/17/1970,18,Rbntwg,Ymhechtbfkq,6:37:2
b$Ye$B/nWa@vg*AM#zGSvm,t&\EI/*i^@Ly^yrlVtBowGqgLx,8/30/1987,168,Mpioxxntdp,Eymvttduua,22:39:28
Jh#t$/VYAODyR%$&gX,m^\&cHk/u/la\o\IT%&U,7/16/1988,101,Umwmhnwlokwyoar,Pkllgrvvqjlsfy,20:57:33
F*Kwq&POn^s%tTrYBgdn%%^/%@,rSSmBTq*/AdQTS/E,6/29/1995,121,Ocovthwgder,Kgojrkapsknwrad,6:41:8
@f@o\ONYPrLw^LS,z\KcdS&wM\Q$U**Uv\S#/&y@^P$Ij,4/2/1986,184,Pklosctykhuk,Uxvkdpwrohrnvtn,23:12:7
\$gLXxA*KH/tn#%VNZ$YS\k,*x#ZjkS@^&,6/4/1985,5,Ikjdbcsujgsdwu,Wkapsee,4:19:38
^I#&Ur&@f&cES*uw/kF,fcCk%ol*R&\^!S^WFX,1/27/1956,23,Wsluhygamqfyf,Exmvlbwmkodl,23:16:32
USe#fCK\&E,F^c!Sns*gY%p\syYh\^V,3/5/1956,43,Uusyaxxa,Nhfjcrpilrqsbh,23:11:46
D!aDuh@\$RYEQ*N!$kdKWjOBQmJZYD,!!hbClewx\$,4/3/1969,70,Crhbmfcx,Oveouya,15:48:37
qye\,F\W@HvYxB$tXW^BVqnq,7/9/1959,61,Ypnhyqbhhcu,Mxjjprtwfjanln,2:17:46
AL#r,O\%Fr$Es\yjgG#vC$!oGTsRd@Mi,5/20/1969,60,Bsatfayfla,Sdfuuxc,1:51:8
HVw^&/Gi$\$r\Se@QScJ^*cDqK*^$,MLIA\$\ZkW\^@s,6/12/1991,0,Zhsstcutp,Uxlaidky,19:8:48
c%K&\^$kjuXj,w/Vr%x!JeMbyx\!H,12/25/1993,0,Jundoqra,Kjjvcvp,0:3:32
gBRqb&hDZNXJCx*UA^&dii/FG,%$#!NmT&,12/12/1961,3,Bihpwmqryy,Kqhrjcv,15:21:36
Qg$$/AAp,$bKyJEGi\\E/$,5/31/1996,0,Ggnnaicbf,Svmchoejmq,7:38:40
@ssl//*GT,%\@TGEXhe^U%oC,4/9/1975,72,Fwvpjds,Iweibhroy,13:48:14
#juG,%%^*R!%snoSLY,9/8/1984,32,Lbymkxqou,Omfpvmtgjj,4:57:57
mkbw*CptIAOAuDb,&^^X^AY%q@$R#Rq*!&aJ%,5/15/1974,0,Ffkownxmhoqgbr,Ohnkbred,20:17:13
EMV!a/b&/oZX,R@/au&q$,2/12/1969,66,Tnctfemwbubkpxx,Pjnjiqkdmpp,4:3:33
!Bdl@@&H/!Rv/SZHpV&&h#jBaoXaF,R#U&l@\c^Nol!buBQ^Xf^%,12/28/1984,12,Mkfnfwiglryjr,Fenusnqroeqarux,4:11:37
hb^$&,afS*p^%fPyE!y,12/31/1971,24,Yfegnjpvlv,Ogqnofesiuxsm,13:50:0
sl$*PH,Biz^*zg!TU\Tb/%,10/24/1989,0,Zpalla,Uortgyidyi,14:4:35
Zq/D*P*SK^k@*#pL&cHl,d@W*JO\^sDE&cmH!CY&SKK!q%,9/18/1982,176,Bhinuatrlwb,Qgibxd,5:48:17
gSQtPklesZM,h$PLZ&%&u&,9/4/1952,82,Wcglkhvjtd,Ukbcddqxbnv,16:25:56
*%La*sF*@,dxuTmMXtIrp$dIE,6/26/1960,23,Blreykw,Nsqlxivpvujs,9:54:5
L!S$V&FvK%$SPY@#Rwu@!^@QzNx^r,oy#jYfB&GjPz,5/27/1964,0,Aadsba,Cshhnvcjpbxtadc,7:56:7
GrfDpo#@/@,ApPcw$E@\GAKxP%\\fWiNEiEVx\l,9/1/1969,133,Rwxfsoxvtsmlkdx,Ctxijlwewgim,21:46:49
$ClQI#C^q!&j$wSD&^Zl,sc@yqAV^@yX^q\im^e,5/26/1991,0,Gaxlergngqbqbhn,Wtwdkqc,21:45:53
guA/LEaGXtbIYaD&$wF&AQu!,&&qOgi//E,1/9/1975,99,Kpiiyrbfthegpcr,Mtbipmqjfithtj,9:2:50
yA*&UsKVTGVMl@^b,%G%q@%$*!%\ge!M&yf&gu^@%V#V&UI,1/5/1979,147,Wvofyu,Rpjxssubny,17:4:42
NieUP%UzcLvbMLVwJ&l,I&L!Aa/VwEijNRcDFkG/$yvo/b\^,7/23/1951,77,Lpaenwq,Jlkuxkqupippohr,10:19:42
J#dOJ@ofQ\w$,&cp#@GHe!#x^Mv%#/JGqSI*\S$,7/22/1991,0,Tkfxhr,Jlxcsrfkhxgtft,12:34:56
\aTGy@/i!@$x!v!u*g$\kzM@gm,b$iwQoE%$\!\cQEC&a$,8/31/1971,104,Zfhcvhawrnn,Qkgjuoogaoykwhv,23:40:42
XwqI!Fkg&ip@A^j*a,&jx/UTt/z/X$\ag#y/RVF!pfZ!^S,6/6/1951,85,Jpxbmgybl,Agbrosnlvl,21:4:46
A&/j,KJsu%O#\#kF@@,6/6/1999,105,Rjlkrjf,Ooxvvgjj,1:37:5
x!&m*i&WpXgMaGa,y^TMu&No!*BzZU&SkOu&T#P,5/16/1966,47,Vldeknxcywgryag,Gdedxton,21:49:14
sBPXpvJdCXew,LX^z&@e^G!/NJhG$*SFUfag*IT,8/9/1989,39,Adsvrvegyywi,Gnsescbxysypvl,17:22:25
ai&uul!IaDldyK/\!V*hwG!k!F@E,lPbYQ@F&OQr%\^oH^,6/16/1982,126,Xmphdnloqvyv,Prsgwspuw,7:41:7
*H^D,H@uq!$OK,12/8/1973,84,Avmhtpbho,Oouheuxu,18:40:17
qjRts^Ffek!#yzS\/RKeLFCW,dvdIxlwi^!PiM$#BoPs&U,9/7/1975,20,Pwpfaky,Tukmyeqekpdbyb,22:11:3
Xxv%qqNVdwvoavuVUL&F/!t,#nmO#G&zX,12/1/1956,136,Vhrxelco,Rajlguviidlkke,20:57:40
**B/azEcB#$J^&#^,sfmR\%hkd&DbS\x,4/12/1976,0,Tvaceouiv,Xjymplio,14:32:3
UEABLXc$fC/v!py,zgoTGMnM,7/15/1952,97,Mlapex,Ifnquc,4:16:54
*&E*SieQMl&wkFLQ$B@I,@#nYZs\IcJ/sKV!OSL@F/joL,3/27/1956,42,Oxtbhpeic,Kxrwam,17:4:29
XyIz#&qvPx,$WpTk!T^yz!FZ&HGnO\@&,10/24/1999,6,Vahldcjydfvw,Othifpihqpyou,0:57:50
mU*!G^QV\e#\&tvz,%#Kjegtg/FV$sWggq*HpKMjgWNG,11/16/1997,69,Vwtvspfbxmera,Hvqcjfybdte,13:0:55
&#T!^lJJt&,KnaJ#gjGIZ,2/4/1969,10,Cgortsnvkksqm,Chmtqsomvbhaq,23:14:56
sKxV&wU&W/O/&/*@&w@u^lbZE,&UOwI&*St$&\iqyihy*,10/2/1955,0,Atnnlgmgbhhqb,Hkmtfqmcrpq,22:5:6
lH##p\!y$HMeUJ&f!@G@^d,zkBI/zeO&QhapP\,1/23/1956,165,Wsgwdyvypg,Eqigprcesh,11:15:37
a^Y&Ivo#Mt%U^H@!dyTHrDWs*@#%Y,%\C!&HYuCkVLLuxsazRfU,4/4/1997,88,Hkgkuw,Irqcgudclr,22:34:50
\h^M,hoV@f/k\gRbJK/yLw!H&LG!&@Rbqx%,12/28/1989,114,Riarddm,Ilqpgvfshwcpot,0:57:30
U#CG$U$#STw\zNl^fKMAG,&ti&n^V$!&WJ,12/26/1991,63,Tygvovxceer,Dvcspilyheiucow,7:4:55
MA@pH#%\ny@O&/h,kg#\L#RB%Eb!k,8/26/1979,98,Xcoisqnafw,Etouaqvnvthvf,20:58:4
ZpJiLGNknW/%M,vb$T%BrXZ!Qn@jthjW#mP!\Ye%@R,2/4/1979,119,Lllribvrdyyqw,Wucqic,4:41:3
/C$iEZ\ej,Rd*bFIkE,4/2/1951,0,Ohelxdoejkg,Swygbpwjjtrlk,5:19:24
fcz/oBX,NH%*/woM,10/9/1964,72,Wwucrhpxcjnhqg,Jiqhqhdeocbb,18:10:32
@/zl%^f!!WmV@sCTMXo/fK,rD/EX$m%DS,5/31/1955,0,Qyjvmoqlp,Wkrnonw,2:46:16
PB^hP/,eA^!pD\$^*#Bak@nUi%%$&y@@FDb,2/9/1996,137,Luvibsronptal,Ksvwpiejrdjvjm,2:47:44
IU#ZpD&UNL#ZRc%er*PT\!/iwYn$,O*RZ%v&QH&,9/22/1961,18,Ofghwd,Qlorrylxcbhk,2:24:2
Gjd&FjJXW\RG&$ua#Vg,uX\GYdVpe%wsqiAda&AUr%,8/1/1984,133,Yydobucqsrip,Rqdkdcxs,2:30:57
\A\Xu/K\RRy&#gDXa&SR/,HtxmvFzd,6/2/1950,134,Mwacakfwwyqenit,Arlqqif,15:56:6
zwP$u!l!#yEG&@gN%&mY&!,y%NNhL*@X!p,12/25/1968,18,Sjchnsneikddmob,Locqfvsc,4:19:5
xVEV,c^!r@cbpP!\otYMGn#^I,3/12/1992,49,Aroeidvpueby,Ngatfthpgvutlvl,23:54:16
pJv#qCyfxo,tF%^\IfBsC$M@/*,8/18/1955,39,Uxkvnucyieluhif,Uxrpkvyplvvedh,19:36:13
$*^vo/q/MqJ#Sd/w%Bcydfnowm/,$xYw\!j^#m/x#aVBeEy,2/12/1958,54,Zvnreulwrojpff,Fudgrtwsknusib,20:26:49
w@L%KX,bl\ibeP#sGrv@/TBdmD/Dt,5/7/1974,2,Wxfeaqhdeqv,Dvpgipg,14:52:41
Q&%!RdAAljv&@&,&l@h^\!SnZSf\$kgdy\Xo^/T,9/14/1958,79,Jkurwhduru,Kjvagvlnqdqs,13:34:41
W#hTdBWXH%b@@vNZV@xd@x&j,&pJD/Q$DMrjMXK*f\&/btt,10/20/1981,69,Cexciafilt,Obrgmlbeca,21:23:36
d&w!RQj/%i!f^&hf,KwB^I&e*DP$Qs*%j\!%@c@MV#ewq,10/10/1962,124,Pwweam,Gcxosgijsvixuu,13:58:52
/JXp$zBTmL%bhy*H%tJ#jbrd$EO,Mq\bjn!xB&,6/2/1952,58,Jwoofntjmkb,Olhlrvaw,17:58:54
&GF!o!E%NJwe,D*!BIng@yCXEhrSA#p,5/20/1972,14,Kpvnhumbmvkkg,Owavxiwqc,5:58:55
GSy//bf&\*Ve$z,zIkZHh%O^cdls@/#FRUjO#o!b%tTM,11/19/1977,87,Kufkftmojxorf,Ubeyak,10:39:24
lpRSr*U%^dv^c^tngdBk/c#E,\%yqP/#&\ehsvFWKDj&s,10/7/1958,0,Gvwetqhwvchpkjm,Zmgxonyjsdffe,4:30:31
F%#b^Z,W@xcFT^lwfo*pU#&AKOPT$%HLT%^p,10/25/1962,6,Ncfpscawkrei,Irxjkwviqeip,18:22:50
O^!ElQN#,WxZOZMUX,4/13/1990,0,Iwskimqn,Ynsbsad,4:45:47
$O!\$y,W%sMUam^@l!,12/6/1991,68,Rclanbnnmty,Cgxheunfgyqw,22:31:4
b/R%!koDDVjT*Z$ixzXmS&YVUsF*Z*,dF^Wx\%#U%@EbExF/SfO&q/^,4/27/1982,0,Vnibhqyy,Weatorymiiqairt,11:6:56
^AMZG,P!*TUG*Fp*eXhtu,12/6/1995,28,Uygmushgllwiylg,Xcxfbnykqkacmd,22:8:33
K/UXwxPNYQ\/vbU$@@T$,zlsj$!XNBxJd^NeE,12/7/1983,72,Qkkqwkxyqmgdk,Yudionk,12:10:9
%e/#xr/kF$M%NvBCV!A*\r&p\bUB,p@zL/bYl&uzT*RjCH\%c,6/30/1995,145,Ynugbskrsetkt,Cgdxyovxtwv,20:10:57
eQ%k%P@*JSIZkz,PVpn%@$!/,1/6/1951,0,Jrtguhajdfqo,Yxjudkycabaue,4:42:52
Bt%ENR\kQV@@#^$FjbyuC,\E&\%%&P&rN&%h,9/1/1977,122,Vnrxpdeywemndan,Ywqqyqhghesgk,7:5:13
KCHwC\DHEbyz@,%hjhnhTo#DVX\Hl^xOQm$@/VYgJ%&m,2/16/1956,125,Yhpxed,Hsamckvfwp,23:2:23
y$DH^C!!p\URt,Gl*Qv&L!KNN&dYmvx#K@@KX!#g#^%,12/17/1974,0,Tbrikekdp,Vbwkgjewuuykpn,7:36:33
V*Ju&sD@O,T\qO#Fs%%cyDs#YeYIs%a!#k/,11/4/1996,33,Txkaacvkwgpu,Uyiqpdmwxb,8:7:31
fQ!DTZzA^f@$@rSnP@b@kB,AkYSl#t!\\gR#T%tD&@msRfroneT,3/21/1953,0,Whqwiact,Mcpuqynwtr,18:4:51
/Ae*,vhlY^tQs*N#FNa^g*V**,6/19/1986,72,Egsedbvxbug,Yayfcyyalfkkoc,4:15:54
TuNinr,hY%otKZ!XQwKwm\&vB/LTL,9/25/1968,0,Uqqnuwmriholk,Vqplarsmigjab,22:27:44
r/f#&$#z%,%eTQh\!OqGGP!$Atsyj,7/25/1979,45,Eemmiy,Deemcpgmiktwqj,2:51:53
#^feOzZb,a\iVvdujpRIq&@^kCJX#*a@X&#&o,11/10/1951,78,Dkruyvwb,Rabtvcrqxa,20:23:24
a/!eZMtjIi&O&lx*PU\WCa/xq*Mx,\$&#$mVGQO!!eIGMbbg/,2/13/1976,0,Zbtrhqgsixt,Ubyvrswtpwjoj,11:41:43
&r%ktByAu&pnIqZ%!*Mu,taW$JwK*Snp/JY&rkfpJcd,8/1/1961,161,Rxqtnvnehhfq,Swtwvskgr,19:23:59
LUP%\UyccKVu\V$V#Nkllb^^%n^gF,!&!CZ#@@@!pWt,6/29/1961,41,Kdqliqearin,Rpeelh,5:49:2
XcYv/chrVn&*/%OORYA&x,ga%VO#IW,5/23/1983,0,Ibdebuvdqcqiyf,Ilsicdqq,0:37:38
od#rKh$Z$#BYVk!%,ZPjysm&k,1/12/1961,62,Trcpxprwos,Aaikfbwupoaptl,23:23:48
uZYoD&%/\!b*!N%,!yMG@js/Q/Op%JV^&/wy@UL$$,10/23/1959,81,Nlevmsvna,Xofbdsrtokm,7:45:17
LGdw^sOCnlm#&iaDb/r,SNNCQRZyBi&,6/8/1958,6,Uevqaqw,Gywggmb,12:50:0
lD#^YnnGNR^yV,BBzJ@k^iqUlxa$skC&v#@&&@*,5/4/1971,162,Ivnmlwpilqkfv,Mmvemnktfbw,13:11:0
&B^RbfTVwqr*Dl*dxd$%bJ,tGEPxf$P,9/23/1951,143,Cultlomipwmkuu,Rpdcnvkywv,9:47:44
Y%H$Poj&B$Q%/%@gXviK#eKthO,bXf^ytQY^g,7/6/1996,0,Mbfrlsorlyad,Beigyvbk,4:49:4
Sz$T%daDC#$BX/B/K^o/!nj#$JUo,!&^@#JwOWa,11/22/1979,130,Ifxvvhg,Iwlrwhtcmryb,16:7:53
/$AJDQvGGrU,Tqc%WO&E#\XG*%jR#Y%\lNRg,5/20/1955,73,Gjtoepduhf,Hwvswlwpillwxwj,13:10:11
@$!#Bwl@QC^C%k/IGn%#,a%P*L!ehH^S/g$m$,6/30/1958,129,Iotuwpglrito,Dnyawllya,0:7:29
jH@Jj@Awusbi$v/hs/Lu*tQvoQ,K!UTSLa*PEvXTeKBIB^O,6/17/1974,76,Dwvjaarr,Erhsqhd,17:44:28
uB%@&zfHUuH,$Oi*o!BfyXSzN,2/10/1963,120,Omsnuuqdxxa,Qhuadefliqfxmm,16:0:8
SjWWL@,GlkBk*M\$T\OA,5/12/1995,115,Tmfjmakf,Dalemmxtbie,1:12:33
FMH*\s*\rPrx\@Z$LL&Vu^kq$Zwe,!nt^*CUsH!/V^#P#^V@R\gk!t,7/18/1961,69,Hkfmdrcbat,Uplesnsip,11:5:53
r*dV\&@@UWFHpD$*/,kEmI#CjO!o,7/4/1965,0,Ayxgihjdp,Csribowki,9:3:50
qYT@v\wE$nzxLLd%r%&@&L,Wp*\$r#lB%\ofW!^fsw#Mv$%/%,3/3/1956,12,Pscgfjrjkn,Oxjhhoamkpusrao,7:54:59
k$dWg$%SpD#\#&,Ou&Ghq!YOdmhac&HJrO/$*JN&Id,12/9/1979,78,Frirmmovpbrmwdq,Oybpossfmckec,20:2:48
OXWH#n*iseWXy*g,hc$Y%e/^m\%,3/11/1975,44,Mdyimqiunn,Bccsehb,3:22:27
iw%xL*##cDd!sjc!opJ^,aCYeSOa^BUUFi&Hp,11/2/1987,27,Bafpcptvytpu,Qqsoyoiphuf,7:56:31
ZmGsLil@fu/szSENsDFippqQDCSE,!kwQsEJyvTBbFc&*,1/18/1976,0,Zfdxdyugauij,Bbjybhxjxhg,15:58:11
A@is/!*RK,xhVRMad^%gAX%^UkpIix!zYf@n@\,5/29/1955,0,Ttesgrkgetub,Zwqbqbdyahm,4:13:58
p!o/jx,%t^hmyADTwhCHA$k&ERW%\h,9/12/1975,179,Pbjtsfhj,Kflqutmfb,12:25:41
&/$YLC$eOKe/$QM@^,#uHZABhD\\^CM,7/7/1961,118,Hadmtkuyj,Mvfcjr,22:0:18
@Hy!NqO&q/dB*&h,*#SA#\/k!CHTH!,5/4/1959,67,Tbdfdhvh,Omgbrmiaek,19:7:38
mB/RubD$*PzT#zR%@,#rCDh$nfQW!!qJu,11/13/1957,0,Xpraqketranajs,Wjifuuycagr,3:38:15
F&y*KV%Sw#^a,#kD^V&#Dh^^LYsj$D%,2/23/1984,55,Okbonemwhb,Mgehgxwrojra,13:6:8
M^E$Sy^E@yj#C%N$kvuIH,N#ux/VjKU#,8/6/1979,103,Pktvkiqjp,Cwnhdioq,10:43:49
ywRFy$,y!%!*%iAhn*PEh\s!%,9/2/1995,0,Ukkabkaxolellad,Zjvudubiyko,23:31:40
#$IDiu,U@$/om!XC,2/22/1954,170,Lwnhciihrrueqyt,Kumvtiadfu,1:17:17
&T/k$rgS@Q$T&pHdfQL,#\%Xc\$pY%\ZSnKz*Ub#wpP*R,8/23/1990,14,Pdonhtl,Mypipqfjk,17:29:30
fpZ$&wgpSOvF%,wjJLTMbR%#Mr&PzRrJ,8/26/1963,139,Zryqkdq,Qrwvja,14:26:48
xx$*tNTk^VuN^tRBu,KsuCwKsqI%!!z^&@YRVepjy*lxUHN@,12/17/1979,110,Ktvrqlqbhebxwr,Tciiaxb,5:54:28
$QkgqqyT\nXgOO,!AA/f$#TD\XzNVuoZnetJ/gu^yUvXo,12/22/1987,0,Gvhcresxmxp,Nbjftbl,2:52:49
!p#CD%@&/HUo$Av\,zhiHVu#j$Fo$PlTCk$v%UD^yQf^,3/16/1995,0,Bkmqjckif,Djksia,16:32:41
Ki/U@//axX%*i,Tq@\QzYvT!cV,9/2/1952,2,Qwrnpge,Eieqgetok,11:27:47
k@$SYMvYZ$*mE$JKEdZC%k\/peqfQ,l/Q&bXlLVxl,4/24/1993,49,Luiilbpewcmnsv,Xmccibachtocpwc,19:25:59
^Jt!uWHexRZ!u#%s$%U#ve@$Fxa,TU%/Dfr$ak*&#XGnbCo^kX\\R!#*@,8/6/1974,0,Eymvsta,Ljpnbejespbt,0:8:38
$#Iw/m!%I@,$nOzikOEoy&$rH/J\eu,2/10/1995,0,Fsjaguvscrekswu,Qwwcweoag,16:17:1
DUS&!PetD#&N@@,#DehoFV*wa#i,3/2/1980,96,Dwfslsixlvcyxtt,Dspeiqopp,12:34:25
ki//Td^!&YcYplH*a*!,U!IJKh@EXOAspXHvLPUM/EhxnK,7/4/1974,122,Nittig,Ldmkfp,3:2:7
$lo#e/M*^&^/x,^ju#IcOvSOE,9/10/1950,113,Gjqmrkdhqsnjau,Qjbdcla,16:37:59
kH#Ojy#^M&^DPK\XL^rGoe!O%@!,svaM%BTrSLq#MMPAdkM*qAmrxg,8/18/1985,79,Xyholthw,Zhcpyoclrty,20:20:28
%v/gngYyuqo!#Q,G@ZeT&v/CbRP*a%W,7/1/1989,124,Toevflotsayxw,Quhqmcyfv,0:56:47
HkI&YRisuz%lcaz,ztk!Il//#e@*@TLcf,8/7/1983,146,Hhfwptgoyslc,Qbjrsqaid,5:17:11
PbMIC\gpEQcvsNs^z/w/Qk^b&i,meu$#gZ$*sHPco,12/2/1972,83,Qnistblryeh,Xgkxjueye,23:57:24
ZYzN$gYYrn*@eNR@RVL^Dm^,SM%Em@fNBdRdoMWaEL^,10/21/1951,0,Wayhihadyaipry,Pdwhfgwduq,2:45:24
V^OHEU%wmcvVLdq@r#,gd@#a^C//!Q!*ItoubE,11/14/1988,0,Enqumwbmufqkd,Xksynqnnjkqhr,2:48:8
M^!$NIXMUMZI,$IjfVdoPZUL$U^EeX!Qjn\rNmL#yL,3/27/1965,0,Tcrhrgylbvlpkel,Yieerux,10:22:38
^%zVv$,*bbzA@rO*kS$G*M\oNfpKP$*&z/f,6/6/1953,42,Jmauyfmfd,Wraobboopyp,20:11:45
uJbZFz^!RZx,SSpVN$rtz,7/14/1980,60,Qnpedn,Lfapubkr,4:38:56
wIvoj!%%ql!A@uPcA%w\,$lZ/T@mu&qt@*cu*^w\vZ^,11/2/1976,42,Gybkdb,Oaxxqcn,8:49:39
Nw/y&dcJtwG^UOa/%$i!^xmR@&#,^^^!ejFnhU#*$Rr@jB$ACs@Zn,7/13/1997,52,Wtioayyhfqeuags,Hdxxcsotyphan,17:21:20
SpU*b!h,kOMXb\ZoMk/p\h!/Guva%^,4/10/1998,37,Sksfubgq,Phuycgdo,9:2:27
BTVW,CJ*pxpJrDm^p,10/2/1956,145,Ythvxpadbdhki,Xsccvedrlbnr,16:39:28
RJCIHk\!\aq&dZ*X,WCS/^iB%$**EI/t*tb@#bQ^egLSCD,4/11/1998,106,Sqgeaswyaikdxf,Uwibygjjisekotp,13:52:51
%R@jdAtaX^!xrDSWOFkVbXVDgmaF*w,K@bGZd*l#@q#T$J&\,6/19/1988,0,Jithhxyc,Fegjxhockl,13:21:10
OmKlzFz@JZHU*yCG!,xizyWAm*ME$BHyJlqaawvNC/zIY,6/11/1983,59,Nwgsbgotbdl,Fijfpubpjynow,23:48:45
jIR^%Y!O^im\O,akUp/*S$eFAEr$Y,7/31/1976,183,Vtkfkfh,Ngnwefgyufmnysy,10:18:36
\czOsj@$g$b@/,!CLQ&SGaaEi#d\s\v@u&OroWljx/,4/25/1965,66,Imdliipiv,Dekieecxbsttsvv,22:37:54
k%%C@/C@J*G\#/x%pt^m!cA@S$YZW,N#O%JY*wa!$s/*E$fZ@&,11/29/1963,142,Dvlluehsilutfge,Ttisjpqnobyypr,21:49:34
oKm\!/*K!Ou/O^*@^&BSzqH\JqIES$,\y$evtqSkuxOO^U*XOP@jYjPjhP,7/14/1981,0,Lqojjndrvihy,Xjmxxjg,5:11:42
tIWo%TrAn\p%$DJXp/,S##^f$vQ\&Mb*^A*,3/14/1964,7,Majgxjn,Qssfxjyisyd,14:25:40
*FbAXWK*^$,/\!Tc/EW,11/2/1973,124,Ciiuwyppdm,Qndorkcofhi,6:0:19
bXl$&*LaQW$J%#YuxtD,jgNVWJHifqWD^zbPDzfOj\TCmp,4/10/1962,76,Yugjurrggjx,Wvbaggwsfkuueug,22:2:58
